Foreign,English,seen,correct,wrong,known
ごみ,rubbish,0,0,0,0
なぜ,why,0,0,0,0
いつでも,always,0,0,0,0
バス,bus,0,0,0,0
ピクニック,picnic,0,0,0,0
あちら,way over there,0,0,0,0
少年,boy,0,0,0,0
きつい,tight,0,0,0,0
キャッシュカード,cash card,0,0,0,0
あんなに,that,0,0,0,0
カップ,cup,0,0,0,0
ノック,knock,0,0,0,0
クリーニング,cleaning,0,0,0,0
あなた,you,0,0,0,0
ようこそ,welcome,0,0,0,0
しばらく,awhile,0,0,0,0
出口,exit,0,0,0,0
大分,very,0,0,0,0
ハンカチ,handkerchief,0,0,0,0
先週,last week,0,0,0,0
男の子,boy,0,0,0,0
おしゃれ,stylish,0,0,0,0
カレーライス,curry rice,0,0,0,0
いたずら,mischief,0,0,0,0
石,stone,0,0,0,0
林,woods,0,0,0,0
ぶどう,grapes,0,0,0,0
オレンジ,orange,0,0,0,0
トマト,tomato,0,0,0,0
アナウンサー,news reader,0,0,0,0
ボーイフレンド,boyfriend,0,0,0,0
ぺこぺこ,hungry,0,0,0,0
シャープペンシル,mechanical pencil,0,0,0,0
てんぷら,tempura,0,0,0,0
キャンプ,camping,0,0,0,0
家,house,0,0,0,0
空気,air,0,0,0,0
人気,popularity,0,0,0,0
山,mountain,0,0,0,0
青い,blue,0,0,0,0
晴れ,fine weather,0,0,0,0
又,again,0,0,0,0
ハイキング,hiking,0,0,0,0
暗い,dark,0,0,0,0
東,east,0,0,0,0
北,north,0,0,0,0
向こう,the other side,0,0,0,0
向く,turn,0,0,0,0
入り口,entrance,0,0,0,0
パーティー,party,0,0,0,0
ページ,page,0,0,0,0
ノート,note book,0,0,0,0
ふすま,sliding door,0,0,0,0
スーツ,suit,0,0,0,0
初め,beginning,0,0,0,0
明後日,day after tomorrow,0,0,0,0
半年,half a year,0,0,0,0
半月,half a month,0,0,0,0
カーテン,curtain,0,0,0,0
毎朝,every morning,0,0,0,0
サンドイッチ,sandwich,0,0,0,0
今夜,tonight,0,0,0,0
ピンポン,table tennis,0,0,0,0
クリスマス,Christmas,0,0,0,0
バナナ,banana,0,0,0,0
バター,butter,0,0,0,0
サラダ,salad,0,0,0,0
ラーメン,ramen,0,0,0,0
うどん,noodles,0,0,0,0
スプーン,spoon,0,0,0,0
そば,buckwheat noodles,0,0,0,0
ごちそうする,treat,0,0,0,0
夕食,supper,0,0,0,0
ワイン,wine,0,0,0,0
コーヒー,coffee,0,0,0,0
パン,bread,0,0,0,0
ハンバーガー,hamburger,0,0,0,0
おかず,side dish,0,0,0,0
足りる,suffice,0,0,0,0
ラケット,racket,0,0,0,0
インク,ink,0,0,0,0
テレビ,television,0,0,0,0
最初,first,0,0,0,0
はっきり,clearly,0,0,0,0
ニュース,news,0,0,0,0
休日,holiday,0,0,0,0
ドラマ,drama,0,0,0,0
パスポート,passport,0,0,0,0
花見,flower viewing,0,0,0,0
言い方,way of speaking,0,0,0,0
ゆっくり,slowly,0,0,0,0
テキスト,textbook,0,0,0,0
語る,tell,0,0,0,0
子,child,0,0,0,0
英語,English,0,0,0,0
右手,right hand,0,0,0,0
字,character,0,0,0,0
覚める,awake,0,0,0,0
覚ます,awaken,0,0,0,0
いずれ,eventually,0,0,0,0
おじさん,uncle,0,0,0,0
話し合う,discuss,0,0,0,0
行う,do,0,0,0,0
向かう,face,0,0,0,0
明日,tomorrow,0,0,0,0
仕方,way,0,0,0,0
休み,rest,0,0,0,0
帰り,return,0,0,0,0
大事,importance,0,0,0,0
半日,half a day,0,0,0,0
まま,as is,0,0,0,0
電話,telephone,0,0,0,0
電気,electricity,0,0,0,0
夜中,midnight,0,0,0,0
開く,open,0,0,0,0
ホーム,platform,0,0,0,0
上り,going up,0,0,0,0
駅員,station employee,0,0,0,0
一方,one way,0,0,0,0
通り,passage,0,0,0,0
通う,go to and from,0,0,0,0
ゼロ,zero,0,0,0,0
車,car,0,0,0,0
通る,pass,0,0,0,0
道路,road,0,0,0,0
地図,map,0,0,0,0
なお,still,0,0,0,0
つもり,intention,0,0,0,0
止める,stop,0,0,0,0
止まる,to stop moving,0,0,0,0
止む,stop,0,0,0,0
森,thick woods,0,0,0,0
歩道,sidewalk,0,0,0,0
川,river,0,0,0,0
今度,this time,0,0,0,0
そんなに,that,0,0,0,0
ガソリンスタンド,gas station,0,0,0,0
社長,president,0,0,0,0
長さ,length,0,0,0,0
海,sea,0,0,0,0
全く,entirely,0,0,0,0
七,seven,0,0,0,0
人口,population,0,0,0,0
億,hundred million,0,0,0,0
黒,black,0,0,0,0
ミルク,milk,0,0,0,0
銀行,bank,0,0,0,0
牛肉,beef,0,0,0,0
グラム,gram,0,0,0,0
魚,fish,0,0,0,0
野菜,vegetable,0,0,0,0
本屋,bookstore,0,0,0,0
八百屋,vegetable store,0,0,0,0
そっち,there,0,0,0,0
そば屋,soba restaurant,0,0,0,0
たばこ屋,cigarette shop,0,0,0,0
つく,be on,0,0,0,0
茶,tea,0,0,0,0
お茶,tea,0,0,0,0
茶わん,tea cup,0,0,0,0
週末,weekend,0,0,0,0
レストラン,restaurant,0,0,0,0
無理,unreasonable,0,0,0,0
無くなる,disappear,0,0,0,0
作文,composition,0,0,0,0
ジャム,jam,0,0,0,0
ジャガイモ,potato,0,0,0,0
ストーブ,stove,0,0,0,0
交通費,traveling expense,0,0,0,0
火,fire,0,0,0,0
売り場,sales floor,0,0,0,0
サービス,service,0,0,0,0
何度,how many times,0,0,0,0
商品,goods,0,0,0,0
上がる,go up,0,0,0,0
ビル,building,0,0,0,0
エスカレーター,escalator,0,0,0,0
階段,steps,0,0,0,0
下りる,go down,0,0,0,0
値段,price,0,0,0,0
ちょうど,just,0,0,0,0
価格,price,0,0,0,0
最後,last,0,0,0,0
売れる,sell,0,0,0,0
夏休み,summer vacation,0,0,0,0
プール,pool,0,0,0,0
日,sun,0,0,0,0
スキー,ski,0,0,0,0
四季,the four seasons,0,0,0,0
クーラー,air conditioning,0,0,0,0
アイス,popsicle,0,0,0,0
外,outside,0,0,0,0
熱,heat,0,0,0,0
下がる,come down,0,0,0,0
ウール,wool,0,0,0,0
暖める,warm,0,0,0,0
暖まる,get warm,0,0,0,0
達する,attain,0,0,0,0
温度,temperature,0,0,0,0
気温,temperature,0,0,0,0
台風,typhoon,0,0,0,0
事情,circumstances,0,0,0,0
コンピューター,computer,0,0,0,0
コート,court,0,0,0,0
新年,New Year,0,0,0,0
寺,buddhist temple,0,0,0,0
カセットテープ,cassette tape,0,0,0,0
台,stand,0,0,0,0
少しも,at all,0,0,0,0
安心,peace of mind,0,0,0,0
ハンドバッグ,handbag,0,0,0,0
ライター,lighter,0,0,0,0
考え,thought,0,0,0,0
解決,solution,0,0,0,0
つまり,in short,0,0,0,0
女の子,girl,0,0,0,0
可能,possible,0,0,0,0
不便,inconvenient,0,0,0,0
郵便屋さん,mailman,0,0,0,0
あっち,other side,0,0,0,0
火事,fire,0,0,0,0
交番,police box,0,0,0,0
番号,number,0,0,0,0
近所,neighborhood,0,0,0,0
住所,one's dwelling,0,0,0,0
ぶらぶら,wander aimlessly,0,0,0,0
便所,lavatory,0,0,0,0
ボールペン,ballpoint pen,0,0,0,0
名字,surname,0,0,0,0
ローマ字,Roman alphabet,0,0,0,0
氏名,name,0,0,0,0
外人,foreigner,0,0,0,0
南,south,0,0,0,0
初めて,first time,0,0,0,0
水道,water service,0,0,0,0
都市,cities,0,0,0,0
都合,circumstances,0,0,0,0
朝御飯,breakfast,0,0,0,0
心配,anxiety,0,0,0,0
見送り,seeing someone off,0,0,0,0
コース,course,0,0,0,0
メモ,memorandum,0,0,0,0
取れる,come off,0,0,0,0
ティッシュ,tissue,0,0,0,0
いつごろ,about when,0,0,0,0
書き取る,write down,0,0,0,0
なかなか,not at all,0,0,0,0
郵便,mail service,0,0,0,0
そのまま,like that,0,0,0,0
持つ,maintain,0,0,0,0
バッグ,bag,0,0,0,0
マッチ,match,0,0,0,0
ビデオテープ,videotape,0,0,0,0
持って行く,take,0,0,0,0
持って来る,bring,0,0,0,0
ソファー,sofa,0,0,0,0
投げる,throw,0,0,0,0
女性,woman,0,0,0,0
生産,production,0,0,0,0
有名,famous,0,0,0,0
生徒,pupil,0,0,0,0
グループ,group,0,0,0,0
来月,next month,0,0,0,0
見学,observation tour,0,0,0,0
通学,attending school,0,0,0,0
ビザ,visa,0,0,0,0
可,permitted,0,0,0,0
小学校,elementary school,0,0,0,0
クラス,class,0,0,0,0
校長,principal,0,0,0,0
休校,temporary closure of school,0,0,0,0
忘れ物,lost item,0,0,0,0
場所,place,0,0,0,0
読み方,way of reading,0,0,0,0
育つ,be brought up,0,0,0,0
ソフト,software,0,0,0,0
風,wind,0,0,0,0
ウィスキー,whisky,0,0,0,0
取引,transaction,0,0,0,0
ボタン,button,0,0,0,0
押さえる,hold down,0,0,0,0
ピアノ,piano,0,0,0,0
慣れる,grow accustomed to,0,0,0,0
習慣,custom,0,0,0,0
何,what,0,0,0,0
問題,problem,0,0,0,0
最近,late,0,0,0,0
社会,society,0,0,0,0
部分,part,0,0,0,0
これら,these,0,0,0,0
簡単,simple,0,0,0,0
複雑,complicated,0,0,0,0
人間,human being,0,0,0,0
外国語,foreign language,0,0,0,0
数える,count,0,0,0,0
回す,turn,0,0,0,0
担当,person in charge,0,0,0,0
本当,truth,0,0,0,0
方法,method,0,0,0,0
法律,law,0,0,0,0
経験,experience,0,0,0,0
経つ,pass,0,0,0,0
経済,economy,0,0,0,0
工業,industry,0,0,0,0
便利,convenience,0,0,0,0
製造,production,0,0,0,0
必要,need,0,0,0,0
作業,work,0,0,0,0
協力,cooperation,0,0,0,0
シャツ,shirt,0,0,0,0
重さ,weight,0,0,0,0
割り算,division,0,0,0,0
残る,remain,0,0,0,0
ペン,pen,0,0,0,0
貸し出す,lend,0,0,0,0
消しゴム,eraser,0,0,0,0
混む・込む,be crowded,0,0,0,0
期待,expectation,0,0,0,0
期間,term,0,0,0,0
時期,time,0,0,0,0
限る,be limited to,0,0,0,0
急ぐ,hurry,0,0,0,0
急に,suddenly,0,0,0,0
急行,express train,0,0,0,0
思い出す,recollect,0,0,0,0
切れる,run out,0,0,0,0
郵便局,post office,0,0,0,0
ナイフ,knife,0,0,0,0
切手,postage stamp,0,0,0,0
チーズ,cheese,0,0,0,0
売り切れ,sellout,0,0,0,0
切符,ticket,0,0,0,0
入場券,entrance ticket,0,0,0,0
家賃,rent,0,0,0,0
時代,age,0,0,0,0
定期券,commuter's pass,0,0,0,0
予定,schedule,0,0,0,0
天気予報,weather forecast,0,0,0,0
カレンダー,calendar,0,0,0,0
予習,preparation,0,0,0,0
九,nine,0,0,0,0
予約,reservation,0,0,0,0
チャンネル,channel,0,0,0,0
変化,change,0,0,0,0
強化,strengthening,0,0,0,0
文化,culture,0,0,0,0
増える,increase,0,0,0,0
外国人,foreigner,0,0,0,0
減る,decrease,0,0,0,0
減らす,decrease,0,0,0,0
雨,rain,0,0,0,0
雪,snow,0,0,0,0
もし,if,0,0,0,0
エレベーター,elevator,0,0,0,0
きっと,surely,0,0,0,0
ざあざあ,heavily,0,0,0,0
ホテル,hotel,0,0,0,0
必ず,without fail,0,0,0,0
夕方,evening,0,0,0,0
コート,coat,0,0,0,0
パジャマ,pajamas,0,0,0,0
そちら,there,0,0,0,0
レインコート,raincoat,0,0,0,0
上着,coat,0,0,0,0
役に立つ,be useful,0,0,0,0
席,seat,0,0,0,0
空く,to get empty,0,0,0,0
代える,substitute,0,0,0,0
全国,the whole country,0,0,0,0
降りる,get off,0,0,0,0
次男,second son,0,0,0,0
次女,second daughter,0,0,0,0
方,person,0,0,0,0
運ぶ,carry,0,0,0,0
ウェーター,waiter,0,0,0,0
打つ,hit,0,0,0,0
トラック,truck,0,0,0,0
動物,animal,0,0,0,0
早く,early,0,0,0,0
速達,special delivery,0,0,0,0
開始,beginning,0,0,0,0
制度,system,0,0,0,0
株,stocks,0,0,0,0
テスト,test,0,0,0,0
そろそろ,soon,0,0,0,0
車道,road,0,0,0,0
始めに,in the beginning,0,0,0,0
ほぼ,almost,0,0,0,0
やっと,at last,0,0,0,0
現在,the present,0,0,0,0
実施,enforcement,0,0,0,0
事実,fact,0,0,0,0
通過,passing,0,0,0,0
過ぎる,pass by,0,0,0,0
過去,the past,0,0,0,0
発生,occurrence,0,0,0,0
出発,departure,0,0,0,0
発車,start,0,0,0,0
下り,downhill,0,0,0,0
表,front side,0,0,0,0
表,table,0,0,0,0
手紙,letter,0,0,0,0
ポスト,post box,0,0,0,0
返事,answer,0,0,0,0
作品,work of art,0,0,0,0
雑誌,magazine,0,0,0,0
売店,booth,0,0,0,0
音,sound,0,0,0,0
工事,construction,0,0,0,0
下げる,lower,0,0,0,0
びっくりする,surprised,0,0,0,0
うるさい,noisy,0,0,0,0
変,strange,0,0,0,0
音,sound,0,0,0,0
生活,life,0,0,0,0
音楽,music,0,0,0,0
段々,gradually,0,0,0,0
薬,drug,0,0,0,0
歌,song,0,0,0,0
歌手,singer,0,0,0,0
下手,unskillful,0,0,0,0
欲しがる,desire,0,0,0,0
一部,part,0,0,0,0
絵,picture,0,0,0,0
一人で,by oneself,0,0,0,0
話,talk,0,0,0,0
面白い,interesting,0,0,0,0
全然,wholly,0,0,0,0
こんなに,this,0,0,0,0
写る,be taken,0,0,0,0
写真,photograph,0,0,0,0
真ん中,center,0,0,0,0
真っ白,pure-white,0,0,0,0
真っ暗,pitch-dark,0,0,0,0
真っ黒,deep-black,0,0,0,0
真っ青,deep-blue,0,0,0,0
空,sky,0,0,0,0
品物,article,0,0,0,0
青,blue,0,0,0,0
どっち,which,0,0,0,0
白,white,0,0,0,0
大型,large,0,0,0,0
重要,important,0,0,0,0
種類,kind,0,0,0,0
直す,repair,0,0,0,0
真っ直ぐ,dead straight,0,0,0,0
売り切れる,be sold out,0,0,0,0
三角,triangle,0,0,0,0
四角,square,0,0,0,0
四角い,square,0,0,0,0
曲,song,0,0,0,0
曲げる,bend,0,0,0,0
交差点,crossing,0,0,0,0
角,corner,0,0,0,0
四つ角,street corner,0,0,0,0
曲がり角,corner,0,0,0,0
計算,calculation,0,0,0,0
年度,year,0,0,0,0
間違い,mistake,0,0,0,0
間違える,mistake,0,0,0,0
間違う,be mistaken,0,0,0,0
世界,world,0,0,0,0
多く,much,0,0,0,0
毎年,every year,0,0,0,0
フィルム,film,0,0,0,0
思い出,recollections,0,0,0,0
一昨年,year before last,0,0,0,0
やっぱり,as expected,0,0,0,0
利用,utilization,0,0,0,0
返す,return,0,0,0,0
がらがら,empty,0,0,0,0
旅館,inn,0,0,0,0
泊める,lodge,0,0,0,0
トランプ,cards,0,0,0,0
おばさん,aunt,0,0,0,0
ドル,dollar,0,0,0,0
洋服,clothes,0,0,0,0
教室,classroom,0,0,0,0
図書室,library,0,0,0,0
販売,sale,0,0,0,0
窓,window,0,0,0,0
土地,land,0,0,0,0
届く,reach,0,0,0,0
ずっと,all day,0,0,0,0
運転,drive,0,0,0,0
サラリーマン,office worker,0,0,0,0
ネクタイ,tie,0,0,0,0
ひげ,moustache,0,0,0,0
あくび,yawn,0,0,0,0
不動産屋,real estate agent,0,0,0,0
外国,foreign country,0,0,0,0
買い物,shopping,0,0,0,0
台所,kitchen,0,0,0,0
毎週,every week,0,0,0,0
読み,reading,0,0,0,0
スープ,soup,0,0,0,0
タイプライター,typewriter,0,0,0,0
レコード,record,0,0,0,0
似ている,look like,0,0,0,0
どんどん,knock,0,0,0,0
親切,kind,0,0,0,0
店員,clerk,0,0,0,0
会話,conversation,0,0,0,0
不親切,unkind,0,0,0,0
人々,people,0,0,0,0
家族,family,0,0,0,0
万歳,hooray,0,0,0,0
長女,eldest daughter,0,0,0,0
姉さん,older sister,0,0,0,0
高校,high school,0,0,0,0
入学,enter a school,0,0,0,0
おしゃべり,chatter,0,0,0,0
チョコレート,chocolate,0,0,0,0
二十歳,20 years old,0,0,0,0
数学,mathematics,0,0,0,0
ゴルフ,golf,0,0,0,0
アルバイト,casual job,0,0,0,0
バイク,motorbike,0,0,0,0
コーラ,cola,0,0,0,0
二階,second floor,0,0,0,0
