Foreign,English,seen,correct,wrong,known
دَوْليّ , international,0,0,0,0
دُوَليّاً , internationally,0,0,0,0
شَعْب، شُعوب , people,0,0,0,0
عادَ، يَعودُ، العَوْدة , to return,0,0,0,0
إنْ شاء الله , hopefully,0,0,0,0
كَما شِئْتَ , as you wish,0,0,0,0
الآن , now ,0,0,0,0
أرادَ، يُريدُ، الإرادة , to want,0,0,0,0
أهْل، أهالٍ/الأهالي , family,0,0,0,0
تِلكَ , (fem sing) that,0,0,0,0
عَيْن، عُيون , eye,0,0,0,0
الَّذينَ , (masc pl) who,0,0,0,0
شَكْل، أشكال , manner,0,0,0,0
عَمَليّة ات , operation,0,0,0,0
أمّا , as for…,0,0,0,0
أمّا بَعدُ , and now to our main point,0,0,0,0
خاصّ , special,0,0,0,0
حَوْلَ , around,0,0,0,0
عَمِلَ، يَعمَلُ، العَمَل , to work,0,0,0,0
عَنى، يَعني، العِناية , to mean,0,0,0,0
عُنِيَ، يُعنى , to be concerned ب with,0,0,0,0
وَجَدَ، يَجِدُ، الوَجْد , to find sth/sb,0,0,0,0
يوجِد , there are,0,0,0,0
خَيْر , goodness,0,0,0,0
وَطَنيّ , national,0,0,0,0
مَدينة، مُدُن , city,0,0,0,0
اِبْن، أبناء , son,0,0,0,0
أبناء , children,0,0,0,0
أبناء البِلاد , th native population,0,0,0,0
أيضاً , also,0,0,0,0
سَ/سَوْفَ , will,0,0,0,0
طَيِّب , good,0,0,0,0
يَد، الأيدي , hand,0,0,0,0
مَشروع، مَشاريع , project,0,0,0,0
مَشروع قانون , bill,0,0,0,0
"صَوْت، أصوات , voice/sound; vote,0,0,0,0,
أمامْ , front,0,0,0,0,
أمامَ , in front of,0,0,0,0,
إلى الأمام , forward,0,0,0,0,
سَمِعَ، يَسمَعُ، السَّماع """, to hear sb,0,0,0,0
نِسبة، نِسَب , ratio,0,0,0,0
بِالنِّسبة إلى , concerning,0,0,0,0
حال، أحوال , situation,0,0,0,0
حالاً , immediately,0,0,0,0
شَهُر، شُهور/أشهُر , month,0,0,0,0
بَل , but,0,0,0,0
بَرنامَج، بَرامِج , program ,0,0,0,0
أُمّ، أُمِّهات , mother,0,0,0,0
بِأُم العين , with one’s own eyes,0,0,0,0
حَرب، حُروب , war,0,0,0,0
عِندَما , when,0,0,0,0
وَضْع، أوْضاع , laying down,0,0,0,0
دَوْر، أدْوار , role,0,0,0,0
وَجه، وُجوه , face,0,0,0,0
وَجه، أوْجُه , aspect,0,0,0,0
بِوَجهٍ عامّ/خاصّ , generally/specifically ,0,0,0,0
جِدّ , seriousness,0,0,0,0
بِجِدٍّ , seriously,0,0,0,0
بَدَأَ، يَبدَأُ، البَدء , to start,0,0,0,0
كَلِمة ات , word,0,0,0,0
طِفل، أطفال , child,0,0,0,0
مُنذُ , since,0,0,0,0
لَدى , with,0,0,0,0
أصبَحَ , to become sth,0,0,0,0
مَكان، أمكِنة/أماكِن , place,0,0,0,0
صارَ، يَصيرُ , to become,0,0,0,0
مُشكلة، مَشاكِل , problem,0,0,0,0
عَشَرات , tens,0,0,0,0
وَصَلَ , to arrive إلى at,0,0,0,0
إسلاميّ , Islamic,0,0,0,0
ساعة ات , hour,0,0,0,0
شَيخ، شُيوخ , sheikh,0,0,0,0
أكَّدَ , to confirm sth or أنّ that,0,0,0,0
سَلام ات , peace,0,0,0,0
السلام الوَطَنيّ , the national anthem ,0,0,0,0
سَِّد، سادة , Sir,0,0,0,0
صاحِب، أصحاب , owner,0,0,0,0
حَرَكة ات , movement,0,0,0,0
رَبّ، أرباب , lord,0,0,0,0
حَدّ، حُدود , extent,0,0,0,0
حُدود , border,0,0,0,0
أخَذَ، يَزْخُذ، الأخذ , to take sth,0,0,0,0
نِظام، نُظُم/أنظِمة , regime,0,0,0,0
ذات، ذَوات , ego,0,0,0,0
بالذّات , exactly,0,0,0,0
قَضِيّة، قَضايا , problem,0,0,0,0
ماضٍ/الماضي , past,0,0,0,0
إنسان، أُناس , human being,0,0,0,0
حالة ات , condition,0,0,0,0
أخير , last,0,0,0,0
الأخير , the latter,0,0,0,0
أخيراً , finally,0,0,0,0
رَغم، على الرَّغمِ من، بالرَّغمِ من , in spite of,0,0,0,0
جانِب، جَوانِب , side,0,0,0,0
إلى جانِب، بِجانِب , next to,0,0,0,0
حُبّ , affection,0,0,0,0
حُبّاً ل , out of affection for,0,0,0,0
جامِعة ات , university,0,0,0,0
قَرار ات , decision,0,0,0,0
لَقَد , (with perf) has/have already ,0,0,0,0
زالَ , to cease ,0,0,0,0
لا يَزالُ، ما زالَ، لا زالَ، ما يَزالُ , to continue to be or do sth ,0,0,0,0
رَأْس، رُؤُوس ,head,0,0,0,0
رَأْس مال، رُؤُوس أموال , capital,0,0,0,0
رَأساً , immediately,0,0,0,0
تَحتْ , bottom part ,0,0,0,0
تَحتَ , below,0,0,0,0
وِزارة ات , ministry ,0,0,0,0
هَدَف، أهداف , goal,0,0,0,0
عَلاقة ات , relation,0,0,0,0
مُتَّحِد , united  ,0,0,0,0
مُجتَمَع ات , society ,0,0,0,0
مَركَز، مَراكِز , center,0,0,0,0
حَكى، يَحكي، الحِكاية , to tell,0,0,0,0
نَتيجة، نَتائِج , result,0,0,0,0
نَتيجةً ل , as a result of ,0,0,0,0
رَأْي، آراء , opinion,0,0,0,0
إدارة ات , administration,0,0,0,0
صَغير، صِغار , small,0,0,0,0
قانون، قَوانين , law,0,0,0,0
بما أنّ , because,0,0,0,0
بما في ذلك , including ,0,0,0,0
اِستَطاعَ , to be able ْأن/vn,0,0,0,0
ماء، مِياه , water,0,0,0,0
مِياه , (body of) water,0,0,0,0
أمْن , safety,0,0,0,0
قَدَّمَ , to offer,0,0,0,0
شَخص، أشخاص , person,0,0,0,0
كَلام , speech,0,0,0,0
مَوقِع، مَواقِع , position,0,0,0,0
مِئَة، مائِة , hundred,0,0,0,0
مئات , hundreds ,0,0,0,0
حينَ , when ,0,0,0,0
داخِلْ , interior,0,0,0,0
داخِلَ , inside (of),0,0,0,0
وَحدة ات , unity,0,0,0,0
أُمّة، أُمَم , nation,0,0,0,0
مُهِمّ , important,0,0,0,0
من المُهِمّ , the important thing is that,0,0,0,0
مِليُون، مَلايين , million ,0,0,0,0
دُكتور، دَكاتِرة , doctor (physician or holder of doctorate),0,0,0,0
فِعْل، أفعال , doing,0,0,0,0
فِعلاً، بالفعل , really,0,0,0,0
بِفِعل , because of,0,0,0,0
حُلو , sweet,0,0,0,0
فَريق، فرقاء , team,0,0,0,0
بَقِيَ، يَبقى البَقاء , to remain,0,0,0,0
لَجنة، لِجان , committee,0,0,0,0
مُختَلِف , different,0,0,0,0
وَجَبَ، يَجِبُ , to be necessary على for sb أنْ to do sth,0,0,0,0
نَظَر، أنظار , looking إلى at,0,0,0,0
نَظَراً ل , due to,0,0,0,0
مَجال ات , area,0,0,0,0
مَجال جَوِّيّ , air space ,0,0,0,0
فَتْرة، فَتَرات , time period,0,0,0,0
شَبّ، شَباب , young man,0,0,0,0
شَأْن، شُؤون , matter,0,0,0,0
ذَكَرَ، يَذكُرُ، الذِّكر , to mention sth/sbh,0,0,0,0
يُذكَر أنّ , it’s worth mentioning that,0,0,0,0
سُؤال، أسئِلة , question,0,0,0,0
وُجود , existence,0,0,0,0
حَلّ , solving (a problem),0,0,0,0
طالِب , student,0,0,0,0
مُستَوىً، مُستَوَيات , level,0,0,0,0
وَاللّهِ , by God,0,0,0,0
وحياتك , I swear (on your life) ,0,0,0,0
أمْ , or (in questions),0,0,0,0
أمْ لا؟ , …or not? ,0,0,0,0
فَقَط , only,0,0,0,0
..ليس..فقط بل , not just… but (also) … ,0,0,0,0
وِلاية ات , mandate,0,0,0,0
قَدْ , (imperf) may,0,0,0,0
عَضو، أعضاء , member,0,0,0,0
حَتّى , (with subjunctive) in order to,0,0,0,0
عُمْر، أعمار , age (of a person),0,0,0,0
دائِم , lasting,0,0,0,0
سابِقٍ , former,0,0,0,0
سابِقاً , formerly,0,0,0,0
خَبر، أخبار , news,0,0,0,0
تاريخ , date,0,0,0,0
دِراسة ات , study,0,0,0,0
مَوقِف، مَواقِف , position ,0,0,0,0
حِزْب، أحزاب , political party ,0,0,0,0
مُؤَسَّسة ات , institution,0,0,0,0
أضافَ، يُضيفُ، الإضافة , to add sth ,0,0,0,0
قِطاع ات , sector,0,0,0,0
قِطاع غَزّة , Gaza Strip ,0,0,0,0
مَجموعة ات , collection,0,0,0,0
سَلَّمَ , to turn over,0,0,0,0
سَلِّم لي على , give my regards to ,0,0,0,0
سوق، أسواق , market ,0,0,0,0
حَمْد , praise,0,0,0,0
دَخَلَ، يَدخُلُ، الدُّخول , to enter sth,0,0,0,0
باب، أبواب , door,0,0,0,0
مِمّا , which ,0,0,0,0
أجْل , sake,0,0,0,0
من أجلِ/لأجلِ , because of,0,0,0,0
لأجلِ أنْ , in order to ,0,0,0,0
اِتِّحاد ات , unification,0,0,0,0
تَحقيق ات , achievement,0,0,0,0
الفُنون الجَميلة , fine arts,0,0,0,0
نَوْع، أنواع , type,0,0,0,0
نَوْعاً ما , somewhat,0,0,0,0
طَلَعَ , to appear,0,0,0,0
خِدمة، خَدَمات , service,0,0,0,0
فيما , while,0,0,0,0
فيما بَعدُ , later,0,0,0,0
حاليّ , present,0,0,0,0
حاليّاً , presently,0,0,0,0
حُكم، أحكام , rule,0,0,0,0
بِحُكمِ , by virtue of,0,0,0,0
أشارَ، يُشيرُ، الإشارة , to indicate,0,0,0,0
جِهة ات , side,0,0,0,0
جِهات , entities,0,0,0,0
نَحوَ , towards,0,0,0,0
طَويلاً , for a long time,0,0,0,0
كَذَلِكَ , likewise,0,0,0,0
حاوَلَ , to attempt,0,0,0,0
قَوْل، أقوال , statement,0,0,0,0
اِمرَأة/المَرأة , woman,0,0,0,0
حَقيقة، حَقائِق , truth,0,0,0,0
جَعَلَ، يَجعَلُ، الجِعل , to make sb/sth do sth (imperf),0,0,0,0
لَمّا , when,0,0,0,0
سَأَلَ، يَسألُ , to ask sb (في/عن about,0,0,0,0
عاشَ، يَعيشُ، العِيْش , to live,0,0,0,0
مُواطِن ون , citizen,0,0,0,0
سُلطة، سُلُطات , power,0,0,0,0
سُلُطات , authorities,0,0,0,0
 بَدا، يَبدو , to appear,0,0,0,0
على ما يَبدو/كَما يَبدو , evidently,0,0,0,0
اِقتِصاديّ , economic,0,0,0,0
بَحْث، أبحاث , search (عن for),0,0,0,0
دين، أديان , religion ,0,0,0,0
حَمَلَ، يَحمِلُ، الحَمَل , to carry,0,0,0,0
عَسكَريّ , military,0,0,0,0
كَم , how many/much ,0,0,0,0
جَيْش، جُيوش , army,0,0,0,0
جِهاز، أجهِزة , apparatus,0,0,0,0
مُشارَكة , participation,0,0,0,0
طَبْع , nature,0,0,0,0
طَبعاً/بالطَّبع , of course,0,0,0,0
اِعتَبَرَ , to consider sth/sb to be,0,0,0,0
أحَبَّ , to love,0,0,0,0
أتى , to come إلى to sth,0,0,0,0
خَرَجَ، يَخرُجُ، الجُروج , to exit,0,0,0,0
أعطى , to give,0,0,0,0
حَبيب، أحباب/أحِبّة , dear,0,0,0,0
فَوْقْ , top,0,0,0,0
فَوْقَ , above,0,0,0,0
خارِِجْ , outside,0,0,0,0
خارِجَ , outside of,0,0,0,0
في الخارِج/بالخارِج , overseas,0,0,0,0
خارِجاً , outside ,0,0,0,0
مَثَل، أمثال , example,0,0,0,0
مَثَلاً , for example ,0,0,0,0
رَقْم، أرقام , number,0,0,0,0
ضِدّْ , opposite ,0,0,0,0
ضِدَّ , against ,0,0,0,0
جَرى، يَجرى، الجَري , to occur,0,0,0,0
مَسؤول , official,0,0,0,0
بَعيد، بِعاد , distant,0,0,0,0
بَعيداً عن , far away from ,0,0,0,0
كَبَبَ , to write sth ,0,0,0,0
كُتِبَ لَهُ , to be granted (success) ,0,0,0,0
كُتِبَ عليهِ أنْ , to be destined (by God) to ,0,0,0,0
حين، أحيان , time,0,0,0,0
وَضَعَ، يَضَعُ، الوَضَع , to put,0,0,0,0
نائِب، نُوّاب , deputy,0,0,0,0
خاصّةً , especially,0,0,0,0
الخاصّة , the elite,0,0,0,0
وَلَد، أوْلاد , child,0,0,0,0
دَم، دِماء , blood ,0,0,0,0
صَحيح , true,0,0,0,0
صَحيحاً , really,0,0,0,0
مَرحَلة، مَراحِل , phase,0,0,0,0
اِجتِماعيّ , social,0,0,0,0
حَديث، أحاديث , discussion,0,0,0,0
سِياسة ات , politics,0,0,0,0
طَرَف، أطراف , edge,0,0,0,0
وَطَن، أوْطان , nation,0,0,0,0
رُبَّما/لَرُبَّما , perhaps,0,0,0,0
قَليل , few,0,0,0,0
قَليلاً , a little,0,0,0,0
عَلِمَ , to know sth or أنّ that,0,0,0,0
حَتّى , even,0,0,0,0
مُدير , director,0,0,0,0
نِهاية , end,0,0,0,0
إضافة , addition ,0,0,0,0
بالإضافة إلى , in addition to ,0,0,0,0
واقِع , reality,0,0,0,0
كامِل , complete,0,0,0,0
بالكامِل , completely ,0,0,0,0
عَبرَ , across,0,0,0,0
شَرق , east ,0,0,0,0
شَرقاً , eastward ,0,0,0,0
ظَلَّ، يَظُلُّ , to stay,0,0,0,0
تَعليم , education,0,0,0,0
تَعليمات , instructions,0,0,0,0
تَعاليم , precepts ,0,0,0,0
روح، أرواح , spirit,0,0,0,0
أفضَل , better/best ,0,0,0,0
مال , money,0,0,0,0
أموال , assets,0,0,0,0
لَيْلٍ/اللَّيْلي , night,0,0,0,0
لَيْلاً , by night,0,0,0,0
لَيْلاً ونَهاراً , day and night,0,0,0,0
أُسبوع، أسابيع , week ,0,0,0,0
مُؤْتَمَر ات , conferences,0,0,0,0
لِقاء ات , meeting,0,0,0,0
رَدَّ، يَرُدُّ، الرَّدّ , to answer على sb,0,0,0,0
كَي/لِكَي , in order to,0,0,0,0
بِناء , building,0,0,0,0
بِناء على , based on,0,0,0,0
طَريقة , method,0,0,0,0
أعلى/عُليا , higher/highest,0,0,0,0
أعلاه , above (mentioned),0,0,0,0
مُمكِن , possible ,0,0,0,0
دَعم , support,0,0,0,0
مَصدَر، مًصادِر , source ,0,0,0,0
حَدَثَ، يَحدُثُ , to happen,0,0,0,0
لَحظة، لَحَظات , moment,0,0,0,0
فُرصة، فُرَص , chance,0,0,0,0
نادي، أندية , club,0,0,0,0
مَعلومات , information,0,0,0,0
هَيئة ات , agency,0,0,0,0
قِصّة، قِصَص , story,0,0,0,0
بِداية ات , beginning,0,0,0,0
بِدايات , origins,0,0,0,0
جُنوب , south,0,0,0,0
دَرى، يَدري , to know,0,0,0,0
دَعا، يَدعو، الدَعوة , to call إلى for sth,0,0,0,0
مُباراة، مُبَريات , game,0,0,0,0
إذ , as,0,0,0,0
إذ أنّ , since,0,0,0,0
اِعتَقَدَ , to believe في in sth,0,0,0,0
ِحًسًب/بِحًسًبِ/على حًسًب , according to ,0,0,0,0
دَقيقة، دَقائِق , minute ,0,0,0,0
مَلِك، مُلوك , king ,0,0,0,0
أعلَنَ , to announce,0,0,0,0
قيمة , value,0,0,0,0
قِيَم , values,0,0,0,0
لاعِب , player,0,0,0,0
أدّى، يُؤدّي , to cause,0,0,0,0
مادّة، مَوادّ , substance,0,0,0,0
خَظ، خُظوظ , line,0,0,0,0
عَرْض، عُروض , show,0,0,0,0
رِسالة، رَسائِل , letter,0,0,0,0
رِسالات , mission,0,0,0,0
اِنتِخاب ات , election,0,0,0,0
مَعنىً، مَعانٍ/الَمعاني , sense,0,0,0,0
نُقطة، نِقاط , point,0,0,0,0
قَوِيّ , strong,0,0,0,0
حِوار ات , discussion,0,0,0,0
رَدّ، رُدود , response,0,0,0,0
رَدّ فِعل , reaction ,0,0,0,0
لُغة ات , language ,0,0,0,0
بَلَغَ، يَبلَغُ، البُلوغ , to reach,0,0,0,0
سِعر، أسعار , price,0,0,0,0
حَصَلَ، يَحصُلُ، الحُصول , to get,0,0,0,0
أقَلّ , less/least,0,0,0,0
قَلَّ، يَقُلُّ , to be less (عن than),0,0,0,0
تَمام , exact,0,0,0,0
تَماماً , exactly,0,0,0,0
صَباح , morning,0,0,0,0
صَباحاً , in the morning,0,0,0,0
مَوجود , existing,0,0,0,0
تَمَنّى , to wish ل sb (happiness,0,0,0,0
مَرَض، أمراض , illness,0,0,0,0
تَحَدَّثَ , to speak إلى/مع to/with sb,0,0,0,0
أهَمّ , more/most important,0,0,0,0
بُدّ , escape,0,0,0,0
لا بُدَّ من , there’s no escaping,0,0,0,0
فَعَلَ، يَفعَلُ، الفِعْل , to do sth   ,0,0,0,0
طَلَبَ، يَطلُبُ , to request,0,0,0,0
صِحّة , health,0,0,0,0
وَقَعَ، يَقِعُ , to fall down,0,0,0,0
لازِم , necessary,0,0,0,0
تَعاوُن , cooperation ,0,0,0,0
زَوْج، أزواج , spouse,0,0,0,0
زَوْجان , married couple,0,0,0,0
لِذَلِك , therefore ,0,0,0,0
تالٍ/التّالي , following,0,0,0,0
بِالتّالي , therefore,0,0,0,0
شارِع، شَوارِع , street ,0,0,0,0
الشّارِع , (figurative) the public,0,0,0,0
نار، نيران , fire,0,0,0,0
عَديد , large number,0,0,0,0
صَلّى، يُصَلّي، الصَّلاة , to pray,0,0,0,0
فِكرة، أفكار , idea,0,0,0,0
على فِكرة , now that you mention it,0,0,0,0
تَرَكَ، يَترُكُ، التُّرك , to leave (behind),0,0,0,0
دَرَجة ات , degree,0,0,0,0
آخِر، أواخِر , last,0,0,0,0
إلى آخِرِهِ , et cetera ,0,0,0,0
أخيراً ولَيسَ آخِراً , last but not least ,0,0,0,0
اِجتِماع ات , meeting,0,0,0,0
قَريب , near,0,0,0,0
وَسَط، أوساط , middle,0,0,0,0
وَسطَ , amid,0,0,0,0
أوْساط , diplomatic circle,0,0,0,0
نَظَرَ، نَنظُرُ، النَّظر , to look إلى at,0,0,0,0
واضِح , clear,0,0,0,0
مَوْت , death ,0,0,0,0
خُصوص , regarding this matter,0,0,0,0
خُصوصاً , especially,0,0,0,0
إنّما , but rather,0,0,0,0
مَصلَحة، مَصالِح , interest,0,0,0,0
أساس، أُسُس , foundation,0,0,0,0
أساساً , basically,0,0,0,0
على الأساسِ , on the basis of ,0,0,0,0
في الأساسِ , in principle ,0,0,0,0
صَحيفة، صُحُف , newspaper ,0,0,0,0
وَقَفَ، يَقِفُ , to stop,0,0,0,0
ْقِف , stop! ,0,0,0,0
وَقَفَ جَنبَهُ , to stand by,0,0,0,0
ذَهَبَ، يَذهَبُ، الذَّهاب , to go,0,0,0,0
زِيارة ات , visiting,0,0,0,0
رائِع , fantastic,0,0,0,0
إجراء , conducting,0,0,0,0
اِتِّصال ات , contact,0,0,0,0
دُنيا , world ,0,0,0,0
حَبَّ، يُحِبُّ، الحُبّ , to love,0,0,0,0
زَوْجة ات , wife,0,0,0,0
تَنفيذ , execution,0,0,0,0
لَوْن، ألوان , color,0,0,0,0
قَديم، قُدَماء , old,0,0,0,0
قُدامى , old-timers,0,0,0,0
قادِم , next,0,0,0,0
كُرة ات , ball,0,0,0,0
زادَ، يَزيدُ، الزِّيادة , to grow,0,0,0,0
عِدّة , (idaafa) a number of,0,0,0,0
عَودة , return,0,0,0,0
عالٍ/العالي , high,0,0,0,0
سِوى , other than,0,0,0,0
بَحر، بِحار , sea,0,0,0,0
شَعَرَ، يَشعُرُ، الشِّعر , to feel,0,0,0,0
تَقرير، تَقارير , report,0,0,0,0
مَرَّ، يَمُرُّ، المَرارة , to pass by,0,0,0,0
نِساء , women ,0,0,0,0
فَتَحَ، يَفتَحُ، الفَتْح , to open sth,0,0,0,0
شَهِدَ، يَشهَدُ، الشَّهادة , to witness,0,0,0,0
سِلاح، أسلِحة , weapon,0,0,0,0
سِلاح الجَوّ , air force,0,0,0,0
عِلم , knowing,0,0,0,0
عِلماً أنّ , knowing that,0,0,0,0
إعادة , repeating,0,0,0,0
لَيْلة، اللَّيالي/لَيالٍ , night,0,0,0,0
اللَّيْلة , tonight ,0,0,0,0
ثَقافة ات , culture,0,0,0,0
داخِليّ , internal,0,0,0,0
