Foreign,English,seen,correct,wrong,known
从cóng,"from, by, since, whence, through",0,0,0,0
想xiǎng,"think, speculate, plan, consider",0,0,0,0
实shí,"real, true",0,0,0,0
日rì,sun,0,0,0,0
军jūn,"army, military",0,0,0,0
者zhě,that which,0,0,0,0
意yì,"thought, idea, opinion",0,0,0,0
无wú,"negative, no, not",0,0,0,0
力lì,"power, capability, influence",0,0,0,0
它tā,it,0,0,0,0
与yǔ,and,0,0,0,0
长zhǎng,long,0,0,0,0
把bǎ,"hold, take",0,0,0,0
机jī,desk,0,0,0,0
十shí,"ten, tenth",0,0,0,0
民mín,"people, subjects, citizens",0,0,0,0
第dì,"sequence, number",0,0,0,0
公gōng,"fair, equitable",0,0,0,0
此cǐ,"this, these",0,0,0,0
已yǐ,already,0,0,0,0
工gōng,"labor, work",0,0,0,0
使shǐ,"cause, send on a mission, order",0,0,0,0
情qíng,"feeling, sentiment, emotion",0,0,0,0
明míng,"bright, light, brilliant",0,0,0,0
性xìng,"nature, character, sex",0,0,0,0
知zhī,"know, perceive, comprehend",0,0,0,0
全quán,"maintain, keep whole or intact",0,0,0,0
三sān,three,0,0,0,0
又yòu,"and, also, again, in addition",0,0,0,0
关guān,frontier pass,0,0,0,0
点diǎn,"dot, speck, spot",0,0,0,0
正zhèng,"right, proper, correct",0,0,0,0
业yè,"profession, business",0,0,0,0
外wài,"out, outside, external",0,0,0,0
将jiāng,"will, going to, future",0,0,0,0
两liǎng,"two, both, pair, couple",0,0,0,0
高gāo,"high, tall",0,0,0,0
间jiān,"midpoint, space",0,0,0,0
由yóu,"cause, reason",0,0,0,0
问wèn,"ask about, inquire after",0,0,0,0
很hěn,"very, quite, much",0,0,0,0
最zuì,"most, extremely, exceedingly",0,0,0,0
重zhòng,"heavy, weighty",0,0,0,0
并bìng,,0,0,0,0
物wù,"thing, substance, creature",0,0,0,0
手shǒu,hand,0,0,0,0
应yīng,"should, ought to, must",0,0,0,0
战zhàn,"war, fighting, battle",0,0,0,0
向xiàng,"toward, direction, trend",0,0,0,0
头tóu,head,0,0,0,0
文wén,"literature, culture, writing",0,0,0,0
体tǐ,body,0,0,0,0
政zhèng,"government, political affairs",0,0,0,0
美měi,"beautiful, pretty",0,0,0,0
相xiāng,"mutual, reciprocal, each other",0,0,0,0
见jiàn,"see, observe, behold",0,0,0,0
被bèi,,0,0,0,0
利lì,"gains, advantage, profit, merit",0,0,0,0
什shén,file of ten soldiers,0,0,0,0
二èr,two,0,0,0,0
等děng,,0,0,0,0
产chǎn,"give birth, bring forth, produce",0,0,0,0
或huò,"or, either, else",0,0,0,0
新xīn,"new, recent, fresh, modern",0,0,0,0
己jǐ,"self, oneself",0,0,0,0
制zhì,system,0,0,0,0
身shēn,body,0,0,0,0
果guǒ,fruit,0,0,0,0
加jiā,"add to, increase, augment",0,0,0,0
西xī,west(ern),0,0,0,0
斯sī,"this, thus, such",0,0,0,0
月yuè,moon,0,0,0,0
话huà,"speech, talk, language",0,0,0,0
合hé,"combine, unite, join",0,0,0,0
回huí,"return, turn around",0,0,0,0
特tè,"special, unique, distinguished",0,0,0,0
代dài,"replace, replacement (of person or generation)",0,0,0,0
内nèi,inside,0,0,0,0
信xìn,"trust, believe",0,0,0,0
表biǎo,"show, express, manifest, display",0,0,0,0
化huà,"change, convert, reform",0,0,0,0
老lǎo,"old, aged",0,0,0,0
给gěi,give,0,0,0,0
世shì,generation,0,0,0,0
位wèi,throne,0,0,0,0
次cì,"order, sequence",0,0,0,0
度dù,"degree, system",0,0,0,0
门mén,"gate, door, entrance, opening",0,0,0,0
任rèn,"trust to, rely on, appoint",0,0,0,0
常cháng,"common, normal, frequent, regular",0,0,0,0
先xiān,"first, former, previous",0,0,0,0
海hǎi,"sea, ocean",0,0,0,0
通tōng,"pass through, common, communicate",0,0,0,0
教jiào,"teach, class",0,0,0,0
儿ér,"son, child",0,0,0,0
原yuán,"source, origin, beginning",0,0,0,0
东dōng,"east, eastern, eastward",0,0,0,0
声shēng,"sound, voice, noise",0,0,0,0
提tí,hold in hand,0,0,0,0
立lì,stand,0,0,0,0
及jí,extend,0,0,0,0
比bǐ,"to compare, liken",0,0,0,0
员yuán,member,0,0,0,0
解jiě,"loosen, unfasten, untie",0,0,0,0
水shuǐ,"water, liquid, lotion, juice",0,0,0,0
名míng,"name, rank, title, position",0,0,0,0
真zhēn,"real, actual, true, genuine",0,0,0,0
论lùn,debate,0,0,0,0
处chù,"place, locale",0,0,0,0
走zǒu,"walk, go on foot",0,0,0,0
义yì,"right conduct, righteousness",0,0,0,0
各gè,"each, individually, every, all",0,0,0,0
入rù,"enter, come in(to), join",0,0,0,0
几jǐ,small table,0,0,0,0
口kǒu,mouth,0,0,0,0
认rèn,"recognize, know, understand",0,0,0,0
条tiáo,"clause, condition",0,0,0,0
平píng,"flat, level, even",0,0,0,0
系xì,system,0,0,0,0
气qì,"steam, vapor",0,0,0,0
题tí,forehead,0,0,0,0
活huó,"live, exist, survive",0,0,0,0
尔ěr,you,0,0,0,0
更gèng,"more, still further, much more",0,0,0,0
别bié,"separate, other",0,0,0,0
打dǎ,"strike, hit, beat",0,0,0,0
女nǚ,"woman, girl",0,0,0,0
变biàn,"change, transform, alter",0,0,0,0
四sì,four,0,0,0,0
神shén,"spirit, god, supernatural being",0,0,0,0
总zǒng,collect,0,0,0,0
何hé,"what, why, where, which, how",0,0,0,0
电diàn,electricity,0,0,0,0
数shù,number,0,0,0,0
安ān,"peaceful, tranquil, quiet",0,0,0,0
少shǎo,"few, less, inadequate",0,0,0,0
报bào,"report, tell, announce",0,0,0,0
才cái,"talent, ability",0,0,0,0
结jié,"knot, tie",0,0,0,0
反fǎn,"reverse, opposite, contrary, anti",0,0,0,0
受shòu,"receive, accept, get",0,0,0,0
目mù,eye,0,0,0,0
太tài,"very, too, much",0,0,0,0
量liàng,"measure, quantity, capacity",0,0,0,0
再zài,"again, twice, re-",0,0,0,0
感gǎn,"feel, perceive, emotion",0,0,0,0
建jiàn,"build, establish, erect, found",0,0,0,0
务wù,"affairs, business",0,0,0,0
做zuò,"work, make",0,0,0,0
接jiē,receive,0,0,0,0
必bì,"surely, most certainly",0,0,0,0
场chǎng,"open space, field, market",0,0,0,0
件jiàn,numerary adjunct for article,0,0,0,0
计jì,"plan, plot",0,0,0,0
管guǎn,"pipe, tube, duct",0,0,0,0
期qī,period of time,0,0,0,0
市shì,"market, fair",0,0,0,0
直zhí,"straight, erect, vertical",0,0,0,0
德dé,"ethics, morality, virtue",0,0,0,0
资zī,property,0,0,0,0
命mìng,life,0,0,0,0
山shān,"mountain, hill, peak",0,0,0,0
金jīn,gold,0,0,0,0
指zhǐ,"finger, toe",0,0,0,0
克kè,gram,0,0,0,0
许xǔ,"allow, permit",0,0,0,0
统tǒng,"govern, command, control",0,0,0,0
区qū,"area, district, region, ward",0,0,0,0
保bǎo,"protect, safeguard, defend, care",0,0,0,0
至zhì,"reach, arrive",0,0,0,0
队duì,"team, group",0,0,0,0
形xíng,"form, shape, appearance",0,0,0,0
社shè,god of the soil and altars to him,0,0,0,0
便biàn,"convenience, ease",0,0,0,0
空kōng,"empty, hollow, bare, deserted",0,0,0,0
决jué,"decide, determine, judge",0,0,0,0
治zhì,"govern, regulate, administer",0,0,0,0
展zhǎn,"open, unfold",0,0,0,0
马mǎ,horse,0,0,0,0
科kē,"section, department, science",0,0,0,0
司sī,"take charge of, control, manage",0,0,0,0
五wǔ,five,0,0,0,0
基jī,"foundation, base",0,0,0,0
眼yǎn,eye,0,0,0,0
书shū,"book, letter, document",0,0,0,0
非fēi,"not, negative, non-",0,0,0,0
则zé,"rule, law, regulation",0,0,0,0
听tīng,hear,0,0,0,0
白bái,white,0,0,0,0
却què,"still, but",0,0,0,0
界jiè,"boundary, limit",0,0,0,0
达dá,"arrive at, reach",0,0,0,0
光guāng,"light, brilliant, shine",0,0,0,0
放fàng,"put, release, free, liberate",0,0,0,0
强qiáng,"strong, powerful, energetic",0,0,0,0
即jí,"promptly, quickly, immediately",0,0,0,0
像xiàng,"a picture, image, figure",0,0,0,0
难nán,"difficult, arduous, hard",0,0,0,0
且qiě,"moreover, also (post-subject)",0,0,0,0
权quán,"power, right, authority",0,0,0,0
思sī,"think, consider, ponder",0,0,0,0
王wáng,"king, ruler",0,0,0,0
象xiàng,elephant,0,0,0,0
完wán,"complete, finish, settle",0,0,0,0
设shè,build,0,0,0,0
式shì,"style, system, formula, rule",0,0,0,0
色sè,"color, tint, hue, shade",0,0,0,0
路lù,"road, path, street",0,0,0,0
记jì,record,0,0,0,0
南nán,south,0,0,0,0
品pǐn,"article, product, commodity",0,0,0,0
住zhù,"reside, live at, dwell, lodge",0,0,0,0
告gào,"tell, announce, inform",0,0,0,0
类lèi,"class, group, kind, category",0,0,0,0
求qiú,seek,0,0,0,0
据jù,"to occupy, take possession of",0,0,0,0
程chéng,"journey, trip",0,0,0,0
北běi,north,0,0,0,0
边biān,"edge, margin, side, border",0,0,0,0
死sǐ,die,0,0,0,0
张zhāng,"stretch, extend, expand",0,0,0,0
该gāi,"should, ought to, need to",0,0,0,0
交jiāo,mix,0,0,0,0
规guī,"rules, regulations, customs, law",0,0,0,0
万wàn,ten thousand,0,0,0,0
取qǔ,"take, receive, obtain",0,0,0,0
拉lā,"pull, drag",0,0,0,0
格gé,"pattern, standard, form",0,0,0,0
望wàng,"to look at, look forward",0,0,0,0
觉jué,to wake up from sleep,0,0,0,0
术shù,"art, skill, special feat",0,0,0,0
领lǐng,neck,0,0,0,0
共gòng,"together with, all, total",0,0,0,0
确què,"sure, certain",0,0,0,0
传chuán,summon,0,0,0,0
师shī,"teacher, master, specialist",0,0,0,0
观guān,"see, observe, view",0,0,0,0
清qīng,"clear, pure, clean",0,0,0,0
今jīn,"now, today, modern era",0,0,0,0
切qiè,"cut, mince, slice, carve",0,0,0,0
院yuàn,"courtyard, yard, court",0,0,0,0
让ràng,"allow, permit, yield, concede",0,0,0,0
识shí,"recognize, understand, know",0,0,0,0
候hòu,wait,0,0,0,0
带dài,"belt, girdle, band, strap, zone",0,0,0,0
导dǎo,"direct, guide, lead, conduct",0,0,0,0
争zhēng,"dispute, fight, contend, strive",0,0,0,0
运yùn,run,0,0,0,0
笑xiào,"smile, laugh, giggle",0,0,0,0
飞fēi,fly,0,0,0,0
风fēng,wind,0,0,0,0
步bù,"step, pace",0,0,0,0
改gǎi,"change, alter",0,0,0,0
收shōu,"gather together, collect",0,0,0,0
根gēn,"root, base(d on)",0,0,0,0
干gàn,"oppose, offend",0,0,0,0
造zào,"construct, build, make, begin",0,0,0,0
言yán,"words, speech",0,0,0,0
联lián,"connect, join",0,0,0,0
持chí,"sustain, support",0,0,0,0
组zǔ,class,0,0,0,0
每měi,"every, each",0,0,0,0
济jì,"help, aid, relieve",0,0,0,0
车chē,"cart, vehicle",0,0,0,0
亲qīn,"relatives, parents",0,0,0,0
极jí,"extreme, utmost, furthest, final",0,0,0,0
林lín,"forest, grove",0,0,0,0
服fú,clothes,0,0,0,0
快kuài,"rapid, quick, speedy, fast",0,0,0,0
办bàn,"manage, do, handle",0,0,0,0
议yì,"consult, talk over, discuss",0,0,0,0
往wǎng,"go, depart",0,0,0,0
元yuán,first,0,0,0,0
英yīng,"petal, flower, leaf",0,0,0,0
士shì,"scholar, gentleman",0,0,0,0
证zhèng,"prove, confirm, verify",0,0,0,0
近jìn,"near, close",0,0,0,0
失shī,lose,0,0,0,0
转zhuǎn,"shift, move, turn",0,0,0,0
夫fū,"man, male adult, husband",0,0,0,0
令lìng,,0,0,0,0
准zhǔn,"approve, allow, permit",0,0,0,0
布bù,"cotton cloth, textiles, linen",0,0,0,0
始shǐ,"begin, start",0,0,0,0
怎zěn,what? why? how?,0,0,0,0
呢ne,interrogative or emphatic final,0,0,0,0
存cún,"exist, live, be",0,0,0,0
未wèi,not yet,0,0,0,0
远yuǎn,"distant, remote, far",0,0,0,0
叫jiào,"cry, shout",0,0,0,0
台tái,platform,0,0,0,0
单dān,"single, individual, only",0,0,0,0
影yǐng,shadow,0,0,0,0
具jù,"tool, implement",0,0,0,0
罗luō,net for catching birds,0,0,0,0
字zì,"letter, character, word",0,0,0,0
爱ài,"love, be fond of, like",0,0,0,0
击jī,"strike, hit, beat",0,0,0,0
流liú,"flow, circulate, drift",0,0,0,0
备bèi,"prepare, ready, perfect",0,0,0,0
兵bīng,"soldier, troops",0,0,0,0
连lián,"join, connect",0,0,0,0
调diào,"transfer, move, change",0,0,0,0
深shēn,deep,0,0,0,0
商shāng,"commerce, business, trade",0,0,0,0
算suàn,"count, calculate, figure",0,0,0,0
质zhì,"matter, material, substance",0,0,0,0
团tuán,"sphere, ball, circle",0,0,0,0
集jí,"assemble, collect together",0,0,0,0
百bǎi,one hundred,0,0,0,0
需xū,"need, require, must",0,0,0,0
价jià,"price, value",0,0,0,0
花huā,flower,0,0,0,0
党dǎng,"political party, gang, faction",0,0,0,0
华huá,flowery,0,0,0,0
城chéng,castle,0,0,0,0
石shí,"stone, rock, mineral",0,0,0,0
级jí,"level, rank, class",0,0,0,0
整zhěng,"orderly, neat, tidy",0,0,0,0
府fǔ,prefecture,0,0,0,0
离lí,rare beast,0,0,0,0
况kuàng,"condition, situation",0,0,0,0
亚yà,Asia,0,0,0,0
请qǐng,"ask, request",0,0,0,0
技jì,"skill, ability, talent, ingenuity",0,0,0,0
际jì,"border, boundary, juncture",0,0,0,0
约yuē,"treaty, agreement, covenant",0,0,0,0
示shì,"show, manifest",0,0,0,0
复fù,return,0,0,0,0
病bìng,"illness, sickness, disease",0,0,0,0
息xī,"rest, put stop to, end, cease",0,0,0,0
究jiū,"examine, investigate",0,0,0,0
线xiàn,"line, thread, wire",0,0,0,0
似shì,"resemble, similar to",0,0,0,0
官guān,"official, public servant",0,0,0,0
火huǒ,"fire, flame",0,0,0,0
断duàn,"sever, cut off",0,0,0,0
精jīng,essence,0,0,0,0
满mǎn,fill,0,0,0,0
支zhī,"disperse, pay",0,0,0,0
视shì,"look at, inspect, observe, see",0,0,0,0
消xiāo,"vanish, die out",0,0,0,0
越yuè,"exceed, go beyond",0,0,0,0
器qì,"receptacle, vessel",0,0,0,0
容róng,"looks, appearance",0,0,0,0
照zhào,"shine, illumine, reflect",0,0,0,0
须xū,"must, have to, necessary",0,0,0,0
九jiǔ,nine,0,0,0,0
增zēng,"increase, add to, augment",0,0,0,0
研yán,"grind, rub",0,0,0,0
写xiě,write,0,0,0,0
称chēng,call,0,0,0,0
企qǐ,plan a project,0,0,0,0
八bā,eight,0,0,0,0
功gōng,"achievement, merit, good result",0,0,0,0
吗ma,final interrogative particle,0,0,0,0
包bāo,"wrap, pack, bundle",0,0,0,0
片piàn,"slice, splinter, strip",0,0,0,0
史shǐ,"history, chronicle, annals",0,0,0,0
委wěi,"appoint, send, commission",0,0,0,0
乎hū,interrogative or exclamatory final particle,0,0,0,0
查chá,"investigate, examine, seek into",0,0,0,0
轻qīng,light,0,0,0,0
易yì,change,0,0,0,0
早zǎo,early,0,0,0,0
曾céng,already,0,0,0,0
除chú,"eliminate, remove, except",0,0,0,0
农nóng,"agriculture, farming",0,0,0,0
找zhǎo,"search, seek, look for",0,0,0,0
装zhuāng,"dress, clothes, attire",0,0,0,0
广guǎng,"wide, extensive, broad",0,0,0,0
显xiǎn,"manifest, display",0,0,0,0
吧ba,emphatic final particle,0,0,0,0
阿ā,,0,0,0,0
李lǐ,plum,0,0,0,0
标biāo,"mark, symbol, label, sign",0,0,0,0
谈tán,talk,0,0,0,0
吃chī,eat,0,0,0,0
图tú,diagram,0,0,0,0
念niàn,"think of, recall, study",0,0,0,0
六liù,number six,0,0,0,0
引yǐn,"to pull, draw out, attract",0,0,0,0
历lì,history,0,0,0,0
首shǒu,head,0,0,0,0
医yī,"cure, heal",0,0,0,0
局jú,"bureau, office",0,0,0,0
突tū,"suddenly, abruptly, unexpectedly",0,0,0,0
专zhuān,"monopolize, take sole possession",0,0,0,0
费fèi,"expenses, expenditures, fee",0,0,0,0
号hào,"mark, sign",0,0,0,0
尽jǐn,"exhaust, use up",0,0,0,0
另lìng,"another, separate, other",0,0,0,0
周zhōu,Zhou dynasty,0,0,0,0
较jiào,compare,0,0,0,0
注zhù,"concentrate, focus, direct",0,0,0,0
语yǔ,"language, words",0,0,0,0
仅jǐn,"only, merely, solely, just",0,0,0,0
考kǎo,"examine, test",0,0,0,0
落luò,"fall, drop",0,0,0,0
青qīng,"blue, green, black",0,0,0,0
随suí,"follow, listen to, submit to",0,0,0,0
选xuǎn,"choose, select",0,0,0,0
列liè,a line,0,0,0,0
武wǔ,military,0,0,0,0
红hóng,"red, vermillion",0,0,0,0
响xiǎng,"make sound, make noise",0,0,0,0
虽suī,"although, even if",0,0,0,0
推tuī,"push, expel",0,0,0,0
势shì,"power, force",0,0,0,0
参cān,"take part in, intervene",0,0,0,0
希xī,rare,0,0,0,0
古gǔ,"old, classic, ancient",0,0,0,0
众zhòng,"multitude, crowd",0,0,0,0
构gòu,"frame, building, structure",0,0,0,0
房fáng,"house, building",0,0,0,0
半bàn,half,0,0,0,0
节jié,"knot, node, joint",0,0,0,0
土tǔ,"soil, earth",0,0,0,0
投tóu,"throw, cast, fling, pitch",0,0,0,0
某mǒu,certain thing or person,0,0,0,0
案àn,"table, bench",0,0,0,0
黑hēi,black,0,0,0,0
维wéi,"maintain, preserve, safeguard",0,0,0,0
革gé,"leather, animal hides",0,0,0,0
划huà,to row or paddle boat,0,0,0,0
敌dí,"enemy, foe, rival",0,0,0,0
致zhì,"send, deliver, present",0,0,0,0
陈chén,"exhibit, display",0,0,0,0
律lǜ,"statute, principle, regulation",0,0,0,0
足zú,foot,0,0,0,0
态tài,"manner, bearing, attitude",0,0,0,0
护hù,"protect, guard, defend, shelter",0,0,0,0
七qī,seven,0,0,0,0
兴xìng,"thrive, prosper, flourish",0,0,0,0
派pài,"school of thought, sect, branch",0,0,0,0
孩hái,"baby, child",0,0,0,0
验yàn,"test, examine, inspect",0,0,0,0
责zé,,0,0,0,0
营yíng,"encampment, barracks",0,0,0,0
星xīng,"a star, planet",0,0,0,0
够gòu,"enough, adequate",0,0,0,0
章zhāng,composition,0,0,0,0
音yīn,"sound, tone, pitch, pronunciation",0,0,0,0
跟gēn,heel,0,0,0,0
志zhì,"purpose, will, determination",0,0,0,0
底dǐ,"bottom, underneath, underside",0,0,0,0
站zhàn,stand up,0,0,0,0
严yán,"strict, rigorous, rigid",0,0,0,0
巴bā,"greatly desire, anxiously hope",0,0,0,0
例lì,"precedent, example",0,0,0,0
防fáng,defend,0,0,0,0
族zú,"a family clan, ethnic group, tribe",0,0,0,0
供gōng,"supply, provide for",0,0,0,0
效xiào,"result, effect",0,0,0,0
续xù,"continue, carry on",0,0,0,0
施shī,"grant, bestow",0,0,0,0
留liú,"stop, halt",0,0,0,0
讲jiǎng,explain,0,0,0,0
型xíng,"pattern, model, type",0,0,0,0
料liào,"consider, conjecture",0,0,0,0
终zhōng,end,0,0,0,0
答dá,"answer, reply",0,0,0,0
紧jǐn,"tense, tight, taut",0,0,0,0
黄huáng,yellow,0,0,0,0
绝jué,"to cut, sever, break off, terminate",0,0,0,0
奇qí,"strange, unusual, uncanny, occult",0,0,0,0
察chá,"examine, investigate",0,0,0,0
母mǔ,mother,0,0,0,0
京jīng,capital city,0,0,0,0
段duàn,"section, piece, division",0,0,0,0
依yī,"rely on, be set in",0,0,0,0
批pī,"comment, criticize",0,0,0,0
群qún,(same as ,0,0,0,0
项xiàng,"neck, nape of neck",0,0,0,0
故gù,"ancient, old",0,0,0,0
按àn,"put hand on, press down with hand",0,0,0,0
河hé,river,0,0,0,0
米mǐ,hulled or husked uncooked rice,0,0,0,0
围wéi,"surround, encircle, corral",0,0,0,0
江jiāng,large river,0,0,0,0
织zhī,"weave, knit",0,0,0,0
害hài,"injure, harm",0,0,0,0
斗dòu,Chinese peck,0,0,0,0
双shuāng,"set of two, pair, couple",0,0,0,0
境jìng,"boundary, frontier",0,0,0,0
客kè,"guest, traveller",0,0,0,0
纪jì,"record, annal, historical account",0,0,0,0
采cǎi,"collect, gather",0,0,0,0
举jǔ,"raise, lift up",0,0,0,0
杀shā,"kill, slaughter, murder",0,0,0,0
攻gōng,"attack, assault",0,0,0,0
父fù,father,0,0,0,0
苏sū,,0,0,0,0
密mì,"dense, thick, close",0,0,0,0
低dī,low,0,0,0,0
朝cháo,dynasty,0,0,0,0
友yǒu,"friend, companion",0,0,0,0
诉sù,accuse,0,0,0,0
止zhǐ,"stop, halt, desist",0,0,0,0
细xì,"fine, tiny",0,0,0,0
愿yuàn,"sincere, honest, virtuous",0,0,0,0
千qiān,thousand,0,0,0,0
值zhí,price,0,0,0,0
仍réng,"yet, still, as ever",0,0,0,0
男nán,"male, man",0,0,0,0
钱qián,"money, currency, coins",0,0,0,0
破pò,"break, ruin, destroy",0,0,0,0
网wǎng,net,0,0,0,0
热rè,hot,0,0,0,0
助zhù,"help, aid, assist",0,0,0,0
倒dào,fall over,0,0,0,0
育yù,"produce, give birth to",0,0,0,0
属shǔ,"class, category, type",0,0,0,0
坐zuò,sit,0,0,0,0
帝dì,"supreme ruler, emperor",0,0,0,0
限xiàn,"boundary, limit, line",0,0,0,0
船chuán,"ship, boat, vessel",0,0,0,0
脸liǎn,face,0,0,0,0
职zhí,"duty, profession",0,0,0,0
速sù,"quick, prompt, speedy",0,0,0,0
刻kè,"carve, engrave",0,0,0,0
乐lè,"happy, glad",0,0,0,0
否fǒu,"not, no, negative",0,0,0,0
刚gāng,"hard, tough, rigid, strong",0,0,0,0
威wēi,"pomp, power",0,0,0,0
毛máo,"hair, fur, feathers",0,0,0,0
状zhuàng,form,0,0,0,0
率lǜ,to lead,0,0,0,0
甚shén,great extent,0,0,0,0
独dú,"alone, single, solitary, only",0,0,0,0
球qiú,"ball, sphere, globe",0,0,0,0
般bān,"sort, manner, kind, category",0,0,0,0
普pǔ,"universal, general, widespread",0,0,0,0
怕pà,"to fear, be afraid of",0,0,0,0
弹dàn,"pellet, bullet, shot, shell",0,0,0,0
校xiào,school,0,0,0,0
苦kǔ,bitter,0,0,0,0
创chuàng,"establish, create",0,0,0,0
假jiǎ,"falsehood, deception",0,0,0,0
久jiǔ,long time (ago),0,0,0,0
错cuò,"error, blunder, mistake",0,0,0,0
承chéng,"inherit, receive",0,0,0,0
印yìn,"print, seal, stamp, chop, mark",0,0,0,0
晚wǎn,"night, evening",0,0,0,0
兰lán,orchid,0,0,0,0
试shì,"test, try, experiment",0,0,0,0
股gǔ,"thighs, haunches, rump",0,0,0,0
拿ná,"take, hold, grasp",0,0,0,0
脑nǎo,brain,0,0,0,0
预yù,"prepare, arrange",0,0,0,0
谁shuí,who? whom? whose? anyone?,0,0,0,0
益yì,"profit, benefit",0,0,0,0
阳yáng,,0,0,0,0
若ruò,"if, supposing, assuming",0,0,0,0
哪nǎ,which? where? how?,0,0,0,0
微wēi,"small, prefix micro-, trifling",0,0,0,0
尼ní,Buddhist nun,0,0,0,0
继jì,"continue, maintain, carry on",0,0,0,0
送sòng,"see off, send off",0,0,0,0
急jí,"quick, quickly",0,0,0,0
血xuè,blood,0,0,0,0
惊jīng,"frighten, surprise, startle",0,0,0,0
伤shāng,"wound, injury",0,0,0,0
素sù,white (silk),0,0,0,0
药yào,leaf of Dahurian angelica plant,0,0,0,0
适shì,"go, reach",0,0,0,0
波bō,"waves, breakers",0,0,0,0
夜yè,"night, dark",0,0,0,0
省shěng,province,0,0,0,0
初chū,"beginning, initial, primary",0,0,0,0
喜xǐ,"like, love, enjoy",0,0,0,0
卫wèi,"guard, protect, defend",0,0,0,0
源yuán,spring,0,0,0,0
食shí,eat,0,0,0,0
险xiǎn,"narrow pass, strategic point",0,0,0,0
待dài,"treat, entertain, receive",0,0,0,0
述shù,"narrate, state, express",0,0,0,0
